order_id,SKU,qty,x,y,ABC
114312,7BU1V7,1,15,6,C
114312,8N10W9,2,15,5,C
114312,V7JUQL,1,15,6,C
114312,WGHG3L,1,15,5,C
114312,JEGRCL,1,14,5,C
114312,JEGRCL,1,14,6,C
114312,JEGRCL,1,15,6,C
114312,JEGRCL,1,15,6,C
114311,WGHG3L,1,14,5,C
114311,WGHG3L,1,14,5,C
114311,WGHG3L,1,15,5,C
114310,F7LULH,1,15,5,C
114310,B24J86,1,15,6,C
114309,I1X92B,6,15,6,C
114308,SMMRK3,1,14,5,C
114308,2Z7ZEP,1,14,6,C
114308,5P2MVG,1,14,5,C
114308,Q164T6,1,14,6,C
114307,I1KDJ0,1,14,5,C
114307,JEGRCL,1,15,6,C
114306,TNAHD4,1,15,6,C
114306,TNAHD4,1,15,5,C
114306,JEGRCL,1,15,5,C
114305,5MNTT7,1,14,6,C
114304,DF3KQM,1,14,6,C
114304,DF3KQM,1,15,6,C
114304,DF3KQM,2,14,5,C
114304,DF3KQM,2,15,5,C
114304,DF3KQM,1,15,6,C
114303,8N10W9,2,14,5,C
114302,RAUDQ6,2,15,6,C
114301,8N10W9,1,14,6,C
114301,56TC1Z,1,15,5,C
114301,ZRCYSH,1,14,5,C
114301,ZRCYSH,1,14,5,C
114301,ZRCYSH,1,15,5,C
114300,V7JUQL,1,15,5,C
114299,IA7X1P,1,14,6,C
114298,8D9SAW,2,14,5,C
114297,D05ZS7,1,14,5,C
114296,J3FI7N,1,14,6,C
114296,J3FI7N,1,15,6,C
114295,WH1BJI,1,15,5,C
114295,2T1DJM,1,14,5,C
114295,IJBSQT,1,15,6,C
114295,IJBSQT,1,15,6,C
114295,W25EZN,1,14,6,C
114295,UNPPMJ,1,15,5,C
114295,X31OGS,1,15,5,C
114294,ULG3QT,1,15,6,C
114293,NM6C73,1,15,6,C
114293,IJBSQT,1,14,5,C
114293,6M2FJM,2,14,5,C
114293,UNPPMJ,1,15,6,C
114292,WRRW1W,2,14,6,C
114291,F73ZE1,2,15,6,C
114290,YKQY4X,1,15,6,C
114289,8N10W9,1,14,6,C
114288,AHSNWF,3,15,6,C
114287,8D9SAW,1,15,5,C
114286,I1X92B,2,14,5,C
114286,I1X92B,1,15,5,C
114286,I1X92B,1,15,5,C
114286,I1X92B,1,14,5,C
114285,05W6TK,1,14,6,C
114285,05W6TK,1,14,6,C
114284,37VA62,1,14,6,C
114283,37VA62,1,14,6,C
114282,EQQBND,1,15,5,C
114281,N6JU7C,1,14,5,C
114280,2LPO6D,1,14,6,C
114280,2LPO6D,1,15,5,C
114279,2OAVPY,1,14,6,C
114279,W25EZN,1,14,5,C
114279,KTDZY0,1,15,5,C
114279,I1KDJ0,1,14,5,C
114278,TOENMT,2,15,5,C
114277,8N10W9,2,15,6,C
114277,TBCCF7,3,15,6,C
114277,TBCCF7,1,15,5,C
114277,TBCCF7,1,14,5,C
114277,TBCCF7,1,14,6,C
114276,U95NWB,2,15,5,C
114276,TAHFOD,2,15,6,C
114275,8N10W9,2,14,6,C
114275,8N10W9,2,14,5,C
114275,56TC1Z,1,14,6,C
114274,SMMRK3,1,15,6,C
114274,SMMRK3,1,15,5,C
114274,8N10W9,1,14,6,C
114274,SWN7AU,1,14,6,C
114274,TNAHD4,1,15,5,C
114274,8N10W9,1,15,5,C
114274,8N10W9,1,15,5,C
114274,NJVZEL,1,15,5,C
114274,IA7X1P,1,14,5,C
114274,IA7X1P,1,15,5,C
114274,W25EZN,1,14,6,C
114274,TNAHD4,1,15,5,C
114274,TNAHD4,1,14,6,C
114274,JEGRCL,1,14,5,C
114273,M67GNC,1,15,5,C
114272,2LPO6D,1,14,6,C
114272,2LPO6D,1,14,5,C
114271,7BU1V7,2,15,6,C
114271,7BU1V7,1,15,5,C
114271,XUZJ74,1,14,6,C
114271,XUZJ74,1,14,6,C
114271,XUZJ74,2,15,5,C
114271,SMMRK3,2,15,6,C
114271,SMMRK3,3,14,5,C
114271,7BU1V7,1,14,6,C
114271,XUZJ74,2,14,5,C
114271,XUZJ74,1,14,6,C
114271,XUZJ74,2,14,5,C
114271,XUZJ74,2,15,5,C
114271,8N10W9,1,14,5,C
114271,8N10W9,1,15,6,C
114271,8N10W9,3,14,6,C
114271,56TC1Z,1,15,5,C
114271,U95NWB,1,14,5,C
114271,U95NWB,1,14,6,C
114271,IA7X1P,2,14,5,C
114271,AKP0A7,2,15,6,C
114271,TNAHD4,1,14,5,C
114271,TNAHD4,1,14,6,C
114271,JEGRCL,2,15,6,C
114271,8N10W9,5,14,5,C
114271,8N10W9,5,15,6,C
114271,56TC1Z,1,14,5,C
114271,U95NWB,2,14,5,C
114271,U95NWB,2,14,5,C
114271,IA7X1P,2,15,5,C
114271,AKP0A7,2,15,5,C
114271,AKP0A7,2,15,6,C
114271,TNAHD4,1,14,5,C
114271,JEGRCL,2,14,6,C
114271,8N10W9,3,14,5,C
114271,56TC1Z,1,15,5,C
114271,56TC1Z,1,14,6,C
114271,U95NWB,2,14,6,C
114271,U95NWB,5,14,5,C
114271,U95NWB,2,15,6,C
114271,NJVZEL,2,14,5,C
114271,NJVZEL,2,15,6,C
114271,AKP0A7,1,14,5,C
114271,AKP0A7,1,15,6,C
114271,AKP0A7,2,14,6,C
114271,TNAHD4,2,14,5,C
114271,8N10W9,5,15,5,C
114271,8N10W9,1,14,5,C
114271,56TC1Z,1,14,5,C
114271,U95NWB,2,14,5,C
114271,U95NWB,2,15,6,C
114271,U95NWB,2,15,6,C
114271,NJVZEL,1,15,6,C
114271,IA7X1P,2,14,6,C
114271,AKP0A7,1,15,6,C
114271,TNAHD4,2,14,5,C
114271,TNAHD4,1,15,6,C
114271,JEGRCL,1,15,6,C
114271,JEGRCL,1,14,5,C
114271,JEGRCL,1,15,5,C
114271,UNPPMJ,1,15,6,C
114271,DSQXYR,12,15,5,C
114271,DSQXYR,12,14,5,C
114271,U95NWB,2,14,5,C
114270,IA7X1P,1,15,5,C
114269,HA0BOB,1,15,6,C
114269,HA0BOB,1,14,5,C
114269,HA0BOB,1,14,6,C
114269,HA0BOB,2,15,5,C
114269,HA0BOB,1,15,6,C
114268,2LPO6D,1,14,5,C
114267,2LPO6D,1,14,5,C
114266,2LPO6D,1,15,6,C
114265,2LPO6D,2,15,6,C
114265,2LPO6D,1,14,6,C
114264,2LPO6D,2,14,6,C
114264,2LPO6D,1,14,5,C
114263,IYXV3Z,1,14,6,C
114262,2LPO6D,1,14,6,C
114261,2LPO6D,1,15,6,C
114261,2LPO6D,1,15,6,C
114260,2LPO6D,1,14,5,C
114259,2LPO6D,1,14,5,C
114258,2LPO6D,1,14,5,C
114257,2LPO6D,1,15,5,C
114256,NM6C73,1,15,5,C
114255,CD1NU9,1,14,5,C
114255,CD1NU9,1,15,5,C
114255,CD1NU9,1,14,6,C
114255,CD1NU9,1,15,6,C
114255,CD1NU9,2,14,5,C
114255,CD1NU9,1,14,5,C
114255,CD1NU9,2,14,5,C
114255,CD1NU9,1,15,5,C
114255,CD1NU9,2,14,5,C
114255,ZRCYSH,1,15,5,C
114255,HA0BOB,1,15,5,C
114255,HA0BOB,1,15,6,C
114255,W25EZN,1,14,5,C
114255,37VA62,1,14,5,C
114254,8D9SAW,2,15,5,C
114253,G8ASPE,1,15,5,C
114252,SMMRK3,1,15,5,C
114252,8D9SAW,1,14,5,C
114252,WRRW1W,1,15,6,C
114252,WRRW1W,1,14,6,C
114251,F7LULH,1,14,6,C
114251,B24J86,1,15,6,C
114250,2LPO6D,1,15,6,C
114249,2LPO6D,1,14,5,C
114248,2LPO6D,1,15,6,C
114247,2LPO6D,1,15,5,C
114246,2LPO6D,1,15,6,C
114245,J3FI7N,1,15,6,C
114245,J3FI7N,3,14,6,C
114244,5MNTT7,1,15,5,C
114243,2LPO6D,1,14,6,C
114242,DF3KQM,1,14,5,C
114242,DF3KQM,1,15,5,C
114242,DF3KQM,2,14,6,C
114242,DF3KQM,2,14,5,C
114242,DF3KQM,1,15,5,C
114241,YE890X,1,14,6,C
114240,XUZJ74,1,15,5,C
114240,JEGRCL,2,14,5,C
114239,8D9SAW,2,15,6,C
114238,2T1DJM,1,14,5,C
114237,2LPO6D,1,14,5,C
114236,2LPO6D,1,15,6,C
114236,2LPO6D,1,15,6,C
114235,2LPO6D,1,14,5,C
114235,2LPO6D,1,15,6,C
114234,2LPO6D,1,14,5,C
114233,2LPO6D,1,14,5,C
114232,2LPO6D,2,15,6,C
114232,2LPO6D,1,14,6,C
114231,TBCCF7,1,15,6,C
114231,TNAHD4,2,15,6,C
114231,TNAHD4,1,15,6,C
114231,TNAHD4,1,15,5,C
114231,TNAHD4,1,14,5,C
114231,TNAHD4,1,14,6,C
114230,7BU1V7,1,15,6,C
114230,XUZJ74,2,15,6,C
114230,XUZJ74,1,14,5,C
114230,XUZJ74,1,15,5,C
114230,7BU1V7,2,15,5,C
114230,7BU1V7,1,15,6,C
114230,XUZJ74,2,15,5,C
114230,XUZJ74,2,14,6,C
114230,XUZJ74,2,15,5,C
114230,XUZJ74,2,14,6,C
114230,U95NWB,1,15,6,C
114230,U95NWB,1,15,5,C
114230,U95NWB,1,14,5,C
114230,U95NWB,1,14,5,C
114230,U95NWB,1,14,6,C
114230,AKP0A7,1,15,6,C
114230,8D9SAW,1,15,6,C
114230,8D9SAW,1,15,5,C
114230,8D9SAW,3,14,5,C
114230,8D9SAW,2,15,5,C
114230,U95NWB,1,14,6,C
114230,U95NWB,1,15,6,C
114230,U95NWB,1,15,5,C
114230,AKP0A7,1,14,6,C
114230,AKP0A7,1,14,6,C
114229,8N10W9,3,15,6,C
114229,8N10W9,2,15,6,C
114229,8N10W9,2,14,6,C
114229,U95NWB,1,14,6,C
114229,U95NWB,1,14,6,C
114229,U95NWB,2,15,5,C
114228,2LPO6D,1,14,6,C
114228,2LPO6D,1,15,6,C
114227,2LPO6D,1,14,6,C
114226,NM6C73,1,15,6,C
114226,IJBSQT,1,14,5,C
114226,6M2FJM,2,14,5,C
114225,YKQY4X,1,14,6,C
114224,AHSNWF,3,14,6,C
114223,8D9SAW,1,15,6,C
114222,37VA62,1,14,6,C
114221,7BU1V7,1,15,5,C
114221,SMMRK3,1,15,5,C
114220,WGHG3L,1,15,6,C
114219,Z8KPP8,2,14,5,C
114218,NJVZEL,1,15,6,C
114217,TNAHD4,2,15,5,C
114216,XUZJ74,1,14,5,C
114215,IA7X1P,1,14,6,C
114214,WRRW1W,1,14,6,C
114213,UNPPMJ,1,15,6,C
114212,2Z7ZEP,1,14,6,C
114211,N6JU7C,1,15,5,C
114210,WRRW1W,1,14,5,C
114209,SSQFQA,1,14,6,C
114209,SSQFQA,1,15,6,C
114208,WRRW1W,1,15,6,C
114208,W518XY,1,15,5,C
114208,HI2X6U,1,15,6,C
114208,HI2X6U,1,15,5,C
114208,WRRW1W,1,14,6,C
114208,HI2X6U,4,14,5,C
114208,HI2X6U,4,15,6,C
114208,HI2X6U,15,14,5,C
114208,HI2X6U,3,15,5,C
114208,HI2X6U,2,15,6,C
114207,W518XY,1,14,5,C
114206,8D9SAW,1,15,5,C
114206,WGHG3L,1,14,5,C
114206,WGHG3L,1,14,6,C
114205,LXJQVG,1,15,5,C
114204,JCNON3,1,14,5,C
114203,8N10W9,2,14,5,C
114203,8N10W9,2,14,6,C
114203,56TC1Z,2,15,5,C
114203,Z8KPP8,1,15,6,C
114202,8N10W9,2,14,5,C
114202,ZRCYSH,1,15,5,C
114202,ZRCYSH,3,15,6,C
114202,8N10W9,1,15,6,C
114202,8N10W9,1,14,5,C
114202,CD1NU9,1,14,6,C
114202,IJBSQT,1,15,6,C
114202,W25EZN,2,14,5,C
114201,IYXV3Z,1,14,6,C
114200,NM6C73,1,14,6,C
114199,8D9SAW,2,14,5,C
114198,2T1DJM,1,14,5,C
114198,2Z7ZEP,1,15,5,C
114198,I1X92B,1,15,6,C
114197,G8ASPE,1,15,6,C
114196,F7LULH,1,14,6,C
114196,B24J86,1,14,6,C
114195,I1X92B,1,15,5,C
114195,I1X92B,1,14,6,C
114195,I1X92B,1,14,6,C
114195,I1X92B,1,14,6,C
114195,I1X92B,1,14,6,C
114194,WRRW1W,1,15,5,C
114194,WRRW1W,1,15,6,C
114194,WRRW1W,1,15,5,C
114194,2T1DJM,1,15,6,C
114194,CD1NU9,1,14,5,C
114194,ZGYCSW,1,14,6,C
114194,WRRW1W,1,14,5,C
114194,WRRW1W,2,14,5,C
114194,WRRW1W,2,15,6,C
114193,5MNTT7,1,15,5,C
114192,DF3KQM,1,14,5,C
114192,DF3KQM,1,15,6,C
114192,DF3KQM,2,14,6,C
114192,DF3KQM,2,14,5,C
114192,DF3KQM,1,15,6,C
114191,2T1DJM,1,15,6,C
114191,2T1DJM,1,14,6,C
114191,2T1DJM,3,15,6,C
114191,CD1NU9,1,15,5,C
114190,F0P5OQ,1,14,5,C
114190,F0P5OQ,1,15,5,C
114189,7BU1V7,1,14,6,C
114189,XUZJ74,2,14,6,C
114189,XUZJ74,3,15,5,C
114189,XUZJ74,3,15,5,C
114189,SMMRK3,1,14,5,C
114189,SMMRK3,2,15,6,C
114189,SMMRK3,1,15,5,C
114189,7BU1V7,1,14,5,C
114189,7BU1V7,1,15,6,C
114189,7BU1V7,1,14,6,C
114189,XUZJ74,2,14,6,C
114189,SMMRK3,1,15,6,C
114189,SMMRK3,2,15,6,C
114189,SMMRK3,1,15,5,C
114189,KTDZY0,1,14,6,C
114189,KTDZY0,2,14,5,C
114189,KTDZY0,2,14,5,C
114189,KTDZY0,2,15,6,C
114189,0LNUOV,1,14,6,C
114189,0LNUOV,1,15,6,C
114189,0LNUOV,1,14,5,C
114189,0LNUOV,1,15,5,C
114189,0LNUOV,1,14,5,C
114189,0LNUOV,1,14,6,C
114189,0LNUOV,1,14,6,C
114189,0LNUOV,1,14,6,C
114188,8D9SAW,2,14,5,C
114187,WRRW1W,1,15,5,C
114186,D05ZS7,2,14,5,C
114186,D05ZS7,2,15,6,C
114185,J3FI7N,1,14,5,C
114185,J3FI7N,1,14,6,C
114184,XUZJ74,1,14,5,C
114184,XUZJ74,1,14,6,C
114184,SMMRK3,1,14,5,C
114184,8N10W9,1,15,6,C
114184,W25EZN,1,15,6,C
114184,I1KDJ0,1,14,6,C
114183,WH1BJI,1,15,5,C
114183,WH1BJI,1,14,5,C
114183,KTDZY0,1,15,6,C
114183,I1KDJ0,1,15,5,C
114182,NM6C73,1,14,6,C
114182,IJBSQT,1,15,6,C
114182,6M2FJM,2,15,5,C
114181,U8203G,2,14,6,C
114181,YKQY4X,3,15,6,C
114180,YKQY4X,1,14,6,C
114179,XUZJ74,1,15,5,C
114178,AHSNWF,3,15,6,C
114177,8N10W9,1,14,6,C
114177,8N10W9,1,14,6,C
114177,8N10W9,1,14,6,C
114177,8N10W9,1,15,6,C
114177,8N10W9,1,15,5,C
114177,8N10W9,1,15,6,C
114177,U95NWB,1,15,6,C
114177,U95NWB,1,15,5,C
114177,U95NWB,1,14,6,C
114177,ZGYCSW,1,15,6,C
114177,I1KDJ0,1,15,6,C
114176,8D9SAW,1,15,5,C
114175,UHYJ3A,1,14,5,C
114175,UHYJ3A,1,14,6,C
114174,7BU1V7,1,14,6,C
114174,XUZJ74,1,15,6,C
114174,SMMRK3,1,14,5,C
114174,SMMRK3,1,14,5,C
114174,SMMRK3,1,14,6,C
114174,7BU1V7,1,14,6,C
114174,8N10W9,1,15,5,C
114174,8N10W9,1,15,6,C
114174,KTDZY0,1,14,5,C
114174,KTDZY0,1,14,6,C
114174,AKP0A7,1,14,6,C
114174,AKP0A7,1,14,6,C
114174,AKP0A7,1,14,6,C
114174,8D9SAW,1,15,6,C
114174,8D9SAW,1,15,5,C
114174,WRRW1W,1,15,6,C
114174,WRRW1W,1,14,5,C
114174,TNAHD4,1,15,5,C
114173,8N10W9,1,14,5,C
114173,2T1DJM,1,15,6,C
114173,Q50W5L,1,15,5,C
114173,AHR20O,1,14,5,C
114173,QP56BU,1,14,6,C
114173,800OVF,1,15,5,C
114173,WRRW1W,1,15,6,C
114173,WRRW1W,1,14,5,C
114173,ZX6MUV,1,14,5,C
114172,800OVF,1,14,5,C
114172,800OVF,1,15,5,C
114171,N6JU7C,1,14,5,C
114170,ZRCYSH,1,14,6,C
114170,SWN7AU,1,14,5,C
114170,SWN7AU,1,14,6,C
114170,WRRW1W,1,15,5,C
114170,TB6WIP,1,15,5,C
114169,XUZJ74,1,14,6,C
114169,8N10W9,1,15,6,C
114169,WRRW1W,1,15,5,C
114168,7BU1V7,1,15,5,C
114168,XUZJ74,3,15,6,C
114168,SMMRK3,1,15,6,C
114168,SMMRK3,1,14,6,C
114168,SMMRK3,2,14,6,C
114168,7BU1V7,2,15,5,C
114168,7BU1V7,1,15,6,C
114168,7BU1V7,3,14,6,C
114168,XUZJ74,1,14,5,C
114168,XUZJ74,3,15,6,C
114168,XUZJ74,3,14,6,C
114168,XUZJ74,1,14,5,C
114168,WH1BJI,1,15,6,C
114168,SMMRK3,3,14,6,C
114168,8N10W9,2,15,5,C
114168,W25EZN,1,14,5,C
114168,5MNTT7,1,15,6,C
114168,AB9XBU,2,14,6,C
114168,8N10W9,3,14,5,C
114168,IJBSQT,1,14,6,C
114168,IJBSQT,2,14,5,C
114168,W25EZN,4,14,6,C
114168,W25EZN,2,14,6,C
114168,I1KDJ0,1,14,6,C
114168,UNPPMJ,2,14,5,C
114168,UNPPMJ,1,15,5,C
114168,Y813MQ,2,15,6,C
114167,IA7X1P,1,14,6,C
114166,IA7X1P,2,15,6,C
114165,ZRCYSH,2,14,5,C
114165,ZRCYSH,1,15,6,C
114165,ZRCYSH,1,15,5,C
114165,ZRCYSH,1,15,6,C
114164,IYXV3Z,1,15,6,C
114163,NM6C73,1,15,6,C
114162,XUZJ74,1,15,5,C
114162,XUZJ74,1,14,5,C
114162,SMMRK3,1,14,6,C
114162,SMMRK3,1,14,5,C
114162,8N10W9,2,14,5,C
114162,8N10W9,1,14,5,C
114162,8N10W9,1,15,6,C
114162,8N10W9,1,14,6,C
114162,IA7X1P,2,14,5,C
114162,IA7X1P,2,15,6,C
114162,W25EZN,2,14,5,C
114162,1ENECA,1,14,5,C
114162,Z8KPP8,1,14,6,C
114162,TNAHD4,1,15,5,C
114162,TNAHD4,1,14,5,C
114162,AB9XBU,1,15,5,C
114162,56TC1Z,1,14,6,C
114162,QVFB0Q,1,15,6,C
114162,QVFB0Q,1,14,5,C
114162,IA7X1P,1,15,5,C
114162,IA7X1P,1,15,6,C
114162,IA7X1P,1,15,6,C
114162,W25EZN,2,14,6,C
114162,KTDZY0,1,14,6,C
114162,KTDZY0,1,15,5,C
114162,1ENECA,1,15,6,C
114162,1ENECA,1,14,5,C
114162,8D9SAW,1,14,6,C
114162,WGHG3L,1,14,5,C
114162,TNAHD4,2,15,5,C
114162,TNAHD4,1,14,5,C
114162,TNAHD4,1,15,6,C
114162,TNAHD4,1,15,6,C
114161,8D9SAW,2,14,6,C
114160,G8ASPE,1,14,6,C
114159,TNAHD4,2,15,5,C
114159,8N10W9,1,15,6,C
114159,IJBSQT,1,15,5,C
114159,8D9SAW,1,15,6,C
114159,TNAHD4,1,14,6,C
114159,TNAHD4,2,14,6,C
114159,TNAHD4,2,15,5,C
114158,XUZJ74,1,15,5,C
114158,XUZJ74,1,14,6,C
114158,8N10W9,1,14,5,C
114158,8N10W9,2,14,5,C
114158,8N10W9,2,14,5,C
114158,8N10W9,1,15,5,C
114158,8N10W9,1,14,6,C
114158,8N10W9,1,15,5,C
114158,8N10W9,1,15,5,C
114158,8N10W9,1,15,5,C
114158,YE890X,1,15,6,C
114158,UNPPMJ,1,14,6,C
114158,ULG3QT,1,14,5,C
114158,Y813MQ,1,15,5,C
114157,M8W7TS,3,15,5,C
114156,F7LULH,1,14,6,C
114156,B24J86,1,14,6,C
114155,SMMRK3,1,14,5,C
114155,8N10W9,1,14,5,C
114155,TBCCF7,1,15,6,C
114155,2T1DJM,1,15,5,C
114155,2T1DJM,1,15,6,C
114155,IJBSQT,1,14,6,C
114155,IJBSQT,1,15,6,C
114155,W25EZN,1,14,6,C
114155,W25EZN,1,14,6,C
114155,AKP0A7,1,15,5,C
114155,0LNUOV,1,14,6,C
114155,0LNUOV,1,15,5,C
114155,0LNUOV,1,15,5,C
114155,0LNUOV,1,14,6,C
114155,I1KDJ0,1,15,6,C
114155,I1KDJ0,1,14,6,C
114155,2LPO6D,1,14,6,C
114155,2LPO6D,1,15,5,C
114155,O9YFO8,1,15,6,C
114154,XUZJ74,1,14,6,C
114154,XUZJ74,1,15,6,C
114154,SMMRK3,1,15,5,C
114154,56TC1Z,1,14,6,C
114154,IA7X1P,1,15,6,C
114154,IA7X1P,1,14,5,C
114154,W25EZN,1,15,6,C
114154,W25EZN,1,14,6,C
114154,KTDZY0,1,15,5,C
114154,8D9SAW,1,15,5,C
114153,IA7X1P,1,14,5,C
114153,37VA62,1,15,6,C
114152,8N10W9,1,15,6,C
114152,8N10W9,2,14,6,C
114152,8N10W9,1,14,6,C
114152,TBCCF7,1,15,6,C
114152,TBCCF7,1,15,5,C
114152,AKP0A7,2,14,5,C
114152,0LNUOV,1,14,5,C
114152,WRRW1W,2,15,5,C
114151,IA7X1P,1,15,6,C
114151,IA7X1P,1,14,6,C
114151,IA7X1P,1,14,6,C
114151,IA7X1P,2,15,5,C
114150,5MNTT7,1,15,6,C
114149,U95NWB,1,14,5,C
114149,U95NWB,1,14,6,C
114149,U95NWB,1,15,5,C
114149,NJVZEL,1,15,5,C
114149,NJVZEL,1,14,6,C
114149,IA7X1P,1,15,5,C
114149,W25EZN,1,15,6,C
114149,8D9SAW,1,14,5,C
114149,8D9SAW,1,14,5,C
114149,800OVF,1,15,5,C
114149,I1KDJ0,1,15,5,C
114149,TNAHD4,2,15,6,C
114149,TNAHD4,2,15,6,C
114149,JEGRCL,1,14,5,C
114149,JEGRCL,2,14,5,C
114149,O9YFO8,2,14,5,C
114149,U95NWB,1,15,6,C
114149,W25EZN,1,14,5,C
114149,SWN7AU,1,15,5,C
114149,8D9SAW,1,15,6,C
114149,TNAHD4,2,15,6,C
114149,TNAHD4,1,14,5,C
114149,TNAHD4,1,14,6,C
114149,JEGRCL,2,15,5,C
114149,JEGRCL,2,15,6,C
114149,O9YFO8,1,14,5,C
114149,O9YFO8,1,15,6,C
114148,IA7X1P,1,15,6,C
114148,IA7X1P,1,15,6,C
114148,W25EZN,1,14,6,C
114148,8D9SAW,2,14,6,C
114148,TNAHD4,1,14,6,C
114148,JEGRCL,2,14,5,C
114147,SMMRK3,1,15,5,C
114147,JEGRCL,1,15,5,C
114147,8D9SAW,1,14,5,C
114147,8D9SAW,2,15,5,C
114147,EQQBND,2,15,5,C
114147,WRRW1W,1,14,6,C
114147,WRRW1W,1,15,5,C
114147,WRRW1W,1,14,6,C
114147,WRRW1W,2,15,5,C
114146,DF3KQM,1,14,5,C
114146,DF3KQM,1,14,5,C
114146,DF3KQM,2,15,6,C
114146,DF3KQM,2,15,5,C
114146,DF3KQM,1,15,5,C
114145,XUZJ74,1,14,6,C
114145,XUZJ74,1,15,6,C
114145,IA7X1P,1,15,5,C
114145,IA7X1P,1,15,6,C
114145,KTDZY0,1,14,5,C
114145,8D9SAW,1,15,5,C
114145,EQQBND,1,15,5,C
114145,8N10W9,1,14,5,C
114145,8N10W9,2,14,5,C
114145,8N10W9,1,14,6,C
114145,8N10W9,1,14,6,C
114145,56TC1Z,1,15,5,C
114145,U95NWB,1,14,6,C
114145,U95NWB,1,15,5,C
114145,ZRCYSH,1,14,5,C
114145,IA7X1P,2,14,5,C
114145,IA7X1P,1,15,5,C
114145,IA7X1P,2,15,6,C
114145,IA7X1P,1,15,6,C
114145,IA7X1P,1,15,6,C
114145,KTDZY0,1,15,6,C
114145,KTDZY0,1,14,5,C
114145,KTDZY0,1,15,5,C
114145,1ENECA,2,14,6,C
114145,8D9SAW,1,14,5,C
114145,I1KDJ0,1,15,6,C
114145,WRRW1W,1,14,6,C
114144,EBKM6C,1,15,5,C
114143,SMMRK3,1,15,5,C
114143,O9YFO8,1,15,5,C
114143,O9YFO8,1,14,5,C
114143,O9YFO8,2,14,6,C
114143,O9YFO8,1,15,6,C
114143,O9YFO8,2,15,5,C
114142,8D9SAW,2,15,6,C
114141,F73ZE1,1,15,6,C
114140,8N10W9,1,14,6,C
114140,8N10W9,1,14,6,C
114140,8N10W9,1,14,6,C
114139,TBCCF7,1,14,5,C
114139,WRRW1W,1,14,6,C
114139,M67GNC,1,14,6,C
114138,YKQY4X,1,15,6,C
114137,8N10W9,1,14,6,C
114137,8N10W9,2,14,6,C
114136,AHSNWF,3,15,5,C
114135,8D9SAW,1,14,6,C
114134,7BU1V7,1,15,5,C
114134,7BU1V7,1,15,5,C
114134,7BU1V7,1,14,5,C
114134,7BU1V7,3,15,5,C
114134,7BU1V7,2,15,6,C
114134,XUZJ74,2,14,5,C
114134,XUZJ74,2,15,6,C
114134,SMMRK3,3,15,5,C
114134,SMMRK3,2,14,5,C
114134,XUZJ74,1,14,6,C
114134,XUZJ74,1,15,5,C
114134,SMMRK3,1,15,5,C
114134,8N10W9,1,15,5,C
114134,IJBSQT,1,14,6,C
114134,IA7X1P,2,14,6,C
114134,IA7X1P,2,15,5,C
114134,IA7X1P,2,14,5,C
114134,IA7X1P,1,14,6,C
114134,IA7X1P,1,14,5,C
114134,W25EZN,1,15,5,C
114134,W25EZN,2,14,6,C
114134,KTDZY0,1,15,6,C
114134,KTDZY0,1,14,6,C
114134,KTDZY0,1,14,5,C
114134,1ENECA,1,15,6,C
114134,8D9SAW,1,15,5,C
114133,JEGRCL,1,14,5,C
114132,TNAHD4,2,14,5,C
114132,AKP0A7,1,15,5,C
114132,I1KDJ0,1,14,6,C
114132,I1KDJ0,1,14,6,C
114132,TNAHD4,1,15,6,C
114132,TNAHD4,1,14,5,C
114132,TNAHD4,1,14,5,C
114132,TNAHD4,1,14,6,C
114131,8N10W9,1,14,6,C
114130,CD1NU9,1,14,6,C
114129,ZRCYSH,1,15,6,C
114128,Y813MQ,1,15,6,C
114127,A7MDBC,1,14,6,C
114126,ZRCYSH,1,15,6,C
114125,XUZJ74,1,15,6,C
114124,37VA62,1,14,5,C
114123,RUUOCB,1,15,6,C
114122,IA7X1P,1,14,6,C
114121,Q50W5L,1,14,5,C
114120,V7JUQL,1,15,5,C
114119,2T1DJM,1,15,5,C
114118,EUMBM7,1,15,6,C
114117,8N10W9,1,15,5,C
114116,TBCCF7,1,15,6,C
114115,2LPO6D,1,14,5,C
114114,WRRW1W,1,14,5,C
114113,7BU1V7,1,14,6,C
114113,7BU1V7,1,14,6,C
114113,7BU1V7,2,15,6,C
114113,7BU1V7,2,14,6,C
114113,XUZJ74,1,14,5,C
114113,XUZJ74,1,14,5,C
114113,2OAVPY,1,15,5,C
114113,2OAVPY,1,15,6,C
114113,2OAVPY,2,15,6,C
114113,SMMRK3,1,14,5,C
114113,SMMRK3,1,14,6,C
114113,SMMRK3,2,14,6,C
114113,SMMRK3,3,15,5,C
114113,7BU1V7,3,15,5,C
114113,7BU1V7,3,14,6,C
114113,7BU1V7,3,15,5,C
114113,XUZJ74,2,14,5,C
114113,XUZJ74,2,15,6,C
114113,XUZJ74,2,15,5,C
114113,2OAVPY,2,15,6,C
114113,2OAVPY,2,15,6,C
114113,SMMRK3,2,14,5,C
114113,SMMRK3,3,15,6,C
114113,7BU1V7,1,14,6,C
114113,7BU1V7,3,15,5,C
114113,7BU1V7,4,15,6,C
114113,7BU1V7,3,14,6,C
114113,XUZJ74,2,14,6,C
114113,XUZJ74,2,15,6,C
114113,2OAVPY,2,15,6,C
114113,2OAVPY,2,14,6,C
114113,SMMRK3,3,15,6,C
114113,SMMRK3,2,15,6,C
