order_id,SKU,qty,x,y
121256,CD1NU9,1,,
121255,XUZJ74,1,,
121255,XUZJ74,2,,
121255,SMMRK3,1,,
121255,SMMRK3,1,,
121255,8N10W9,1,,
121255,U95NWB,1,,
121255,AB9XBU,1,,
121255,8N10W9,2,,
121255,56TC1Z,2,,
121255,U95NWB,4,,
121255,U95NWB,4,,
121255,NJVZEL,1,,
121255,NJVZEL,1,,
121255,IA7X1P,2,,
121255,TNAHD4,1,,
121255,TNAHD4,3,,
121255,JEGRCL,1,,
121255,JEGRCL,1,,
121255,AB9XBU,2,,
121255,56TC1Z,1,,
121255,56TC1Z,1,,
121255,U95NWB,2,,
121255,U95NWB,2,,
121255,U95NWB,2,,
121255,NJVZEL,1,,
121255,ZGYCSW,2,,
121255,ZGYCSW,2,,
121255,ZGYCSW,1,,
121255,TNAHD4,2,,
121255,TNAHD4,2,,
121255,TNAHD4,2,,
121255,JEGRCL,1,,
121255,UNPPMJ,1,,
121255,AB9XBU,2,,
121255,8N10W9,2,,
121255,8N10W9,1,,
121255,56TC1Z,1,,
121255,U95NWB,2,,
121255,U95NWB,2,,
121255,U95NWB,1,,
121255,NJVZEL,1,,
121255,ZGYCSW,1,,
121255,TNAHD4,1,,
121255,UNPPMJ,1,,
121255,UNPPMJ,2,,
121255,AB9XBU,1,,
121255,AB9XBU,1,,
121254,XUZJ74,1,,
121254,XUZJ74,2,,
121254,XUZJ74,1,,
121254,SMMRK3,1,,
121254,SMMRK3,2,,
121254,SMMRK3,1,,
121254,SMMRK3,3,,
121254,SMMRK3,1,,
121254,SMMRK3,1,,
121254,U95NWB,2,,
121254,NJVZEL,2,,
121254,NJVZEL,1,,
121253,SMMRK3,1,,
121253,F29V5I,1,,
121252,SMMRK3,2,,
121251,SMMRK3,2,,
121250,SMMRK3,3,,
121249,WH1BJI,2,,
121249,WH1BJI,2,,
121249,WH1BJI,2,,
121248,SMMRK3,1,,
121248,SMMRK3,2,,
121248,SMMRK3,2,,
121248,SMMRK3,2,,
121248,LXJQVG,2,,
121248,F29V5I,1,,
121247,XUZJ74,1,,
121247,SMMRK3,3,,
121246,JHSQHS,1,,
121245,7BU1V7,1,,
121245,7BU1V7,1,,
121245,7BU1V7,1,,
121245,7BU1V7,1,,
121245,7BU1V7,1,,
121245,7BU1V7,1,,
121245,SMMRK3,1,,
121245,SMMRK3,1,,
121245,IA7X1P,1,,
121245,IA7X1P,1,,
121245,IA7X1P,1,,
121245,IA7X1P,1,,
121245,IA7X1P,1,,
121245,W25EZN,1,,
121245,W25EZN,1,,
121245,W25EZN,1,,
121244,NM6C73,1,,
121243,SMMRK3,1,,
121243,SMMRK3,3,,
121242,SMMRK3,2,,
121242,SMMRK3,1,,
121241,SMMRK3,1,,
121241,6M2FJM,2,,
121240,NJVZEL,1,,
121240,G8ASPE,1,,
121239,LXJQVG,1,,
121238,T3NVTG,2,,
121237,XUZJ74,1,,
121237,XUZJ74,2,,
121236,SMMRK3,1,,
121235,ETU70R,1,,
121234,SMMRK3,1,,
121234,SMMRK3,1,,
121233,SMMRK3,1,,
121232,KTDZY0,1,,
121231,LXJQVG,2,,
121231,LXJQVG,2,,
121230,F29V5I,2,,
121229,LXJQVG,1,,
121228,TBCCF7,1,,
121228,TBCCF7,1,,
121228,TBCCF7,2,,
121228,TBCCF7,1,,
121228,TBCCF7,2,,
121228,O9YFO8,1,,
121228,TBCCF7,1,,
121227,SMMRK3,2,,
121226,SMMRK3,1,,
121226,SMMRK3,1,,
121226,8N10W9,2,,
121226,8N10W9,1,,
121226,U95NWB,3,,
121226,U95NWB,2,,
121226,U95NWB,1,,
121226,AKP0A7,1,,
121226,Z8KPP8,1,,
121226,S90CD9,1,,
121226,WRRW1W,1,,
121226,JEGRCL,1,,
121226,JEGRCL,1,,
121226,JEGRCL,1,,
121226,N6JU7C,1,,
121226,TB6WIP,2,,
121226,U95NWB,1,,
121226,U95NWB,1,,
121226,IJBSQT,1,,
121226,IJBSQT,1,,
121226,8D9SAW,1,,
121226,4E0KXI,1,,
121226,JEGRCL,1,,
121225,NJVZEL,1,,
121224,6M2FJM,3,,
121224,6M2FJM,3,,
121224,6M2FJM,4,,
121224,4E0KXI,1,,
121223,XUZJ74,1,,
121223,XUZJ74,1,,
121223,SMMRK3,1,,
121223,SMMRK3,1,,
121223,W25EZN,1,,
121223,8N10W9,1,,
121222,LXJQVG,1,,
121221,8N10W9,1,,
121220,8N10W9,2,,
121220,8N10W9,1,,
121220,8N10W9,2,,
121219,IYXV3Z,1,,
121218,2OAVPY,1,,
121218,SMMRK3,1,,
121218,SMMRK3,1,,
121218,Z8KPP8,1,,
121218,2Z7ZEP,1,,
121218,AX7BJ8,1,,
121217,SMMRK3,2,,
121217,SMMRK3,1,,
121217,SMMRK3,1,,
121217,SMMRK3,1,,
121217,SMMRK3,1,,
121217,LXJQVG,1,,
121216,SMMRK3,2,,
121216,SMMRK3,1,,
121215,LXJQVG,1,,
121214,SMMRK3,1,,
121213,7BU1V7,1,,
121213,XUZJ74,1,,
121213,XUZJ74,1,,
121213,SMMRK3,1,,
121213,8N10W9,1,,
121213,8N10W9,1,,
121213,2T1DJM,1,,
121213,2T1DJM,1,,
121213,NJVZEL,1,,
121213,NJVZEL,1,,
121213,IA7X1P,1,,
121213,1ENECA,1,,
121213,AKP0A7,1,,
121213,AKP0A7,1,,
121213,AKP0A7,1,,
121213,I1KDJ0,3,,
121213,I1KDJ0,1,,
121213,I1KDJ0,1,,
121213,I1KDJ0,1,,
121212,SMMRK3,1,,
121212,SMMRK3,1,,
121212,G8ASPE,1,,
121212,G8ASPE,1,,
121211,NJVZEL,1,,
121210,SMMRK3,1,,
121210,SMMRK3,1,,
121210,NJVZEL,1,,
121209,SMMRK3,1,,
121208,NJVZEL,1,,
121207,NJVZEL,1,,
121206,QVFB0Q,1,,
121206,G8ASPE,1,,
121205,QVFB0Q,2,,
121204,I1KDJ0,1,,
121204,I1KDJ0,3,,
121204,I1KDJ0,5,,
121204,QVFB0Q,2,,
121204,QVFB0Q,5,,
121204,I1KDJ0,4,,
121204,I1KDJ0,3,,
121204,I1KDJ0,1,,
121204,I1KDJ0,1,,
121203,8N10W9,1,,
121203,56TC1Z,2,,
121203,KTDZY0,1,,
121203,32ZKOX,2,,
121203,WRRW1W,2,,
121203,56TC1Z,1,,
121203,NM6C73,1,,
121203,IJBSQT,1,,
121203,KTDZY0,1,,
121203,KTDZY0,1,,
121203,KTDZY0,1,,
121203,KTDZY0,1,,
121203,0LNUOV,1,,
121203,0LNUOV,1,,
121203,WRRW1W,1,,
121202,6M2FJM,3,,
121202,6M2FJM,3,,
121201,SMMRK3,1,,
121201,6M2FJM,1,,
121201,6M2FJM,1,,
121200,SMMRK3,1,,
121200,SMMRK3,1,,
121199,XUZJ74,1,,
121199,XUZJ74,1,,
121199,SMMRK3,1,,
121199,XUZJ74,1,,
121199,XUZJ74,1,,
121199,WH1BJI,1,,
121199,SMMRK3,1,,
121199,SMMRK3,1,,
121199,SMMRK3,1,,
121199,SMMRK3,1,,
121199,SMMRK3,1,,
121199,8N10W9,2,,
121199,8N10W9,2,,
121199,8N10W9,1,,
121199,56TC1Z,1,,
121199,56TC1Z,1,,
121199,5P2MVG,1,,
121199,KTDZY0,1,,
121199,KTDZY0,1,,
121199,8D9SAW,1,,
121199,WGHG3L,1,,
121199,WRRW1W,2,,
121199,TNAHD4,1,,
121199,JEGRCL,1,,
121199,8N10W9,1,,
121199,8N10W9,3,,
121199,8N10W9,1,,
121199,8N10W9,1,,
121199,56TC1Z,1,,
121199,56TC1Z,2,,
121199,56TC1Z,1,,
121199,NM6C73,1,,
121199,NM6C73,1,,
121199,IJBSQT,1,,
121199,IJBSQT,1,,
121199,W25EZN,1,,
121199,1ENECA,1,,
121199,8D9SAW,1,,
121199,G8ASPE,1,,
121199,WGHG3L,1,,
121199,WGHG3L,1,,
121199,WRRW1W,1,,
121199,WRRW1W,1,,
121199,WRRW1W,1,,
121199,TNAHD4,1,,
121199,W25EZN,1,,
121199,5P2MVG,1,,
121199,S90CD9,1,,
121199,WRRW1W,1,,
121199,TNAHD4,2,,
121199,TNAHD4,1,,
121199,JEGRCL,1,,
121198,WH1BJI,1,,
121198,SMMRK3,1,,
121198,SMMRK3,1,,
121198,SMMRK3,1,,
121198,SSQFQA,1,,
121198,XLTRGL,1,,
121197,SMMRK3,1,,
121197,SMMRK3,1,,
121196,F29V5I,1,,
121195,SMMRK3,1,,
121195,SMMRK3,1,,
121195,G8ASPE,1,,
121194,6M2FJM,1,,
121193,G8ASPE,2,,
121192,CD1NU9,1,,
121191,SMMRK3,1,,
121191,SMMRK3,2,,
121191,SMMRK3,1,,
121190,6M2FJM,1,,
121189,LXJQVG,1,,
121188,SMMRK3,1,,
121187,LXJQVG,1,,
121187,LXJQVG,1,,
121187,6M2FJM,1,,
121187,6M2FJM,1,,
121187,6M2FJM,1,,
121186,U95NWB,2,,
121186,6M2FJM,1,,
121186,6M2FJM,1,,
121186,6M2FJM,1,,
121185,SMMRK3,2,,
121185,SMMRK3,2,,
121185,SMMRK3,2,,
121185,SMMRK3,1,,
121185,SMMRK3,1,,
121185,SMMRK3,2,,
121185,SMMRK3,1,,
121184,SMMRK3,2,,
121183,SMMRK3,1,,
121183,SMMRK3,1,,
121183,2T1DJM,1,,
121183,2T1DJM,1,,
121183,U95NWB,2,,
121183,U95NWB,1,,
121183,IJBSQT,1,,
121183,IA7X1P,1,,
121183,IA7X1P,1,,
121183,AKP0A7,1,,
121183,32ZKOX,1,,
121183,6M2FJM,1,,
121183,TNAHD4,2,,
121183,TNAHD4,1,,
121183,UNPPMJ,1,,
121182,6M2FJM,1,,
121181,NJVZEL,1,,
121180,U95NWB,1,,
121179,SMMRK3,1,,
121179,QVFB0Q,1,,
121178,NJVZEL,1,,
121178,NJVZEL,1,,
121177,NJVZEL,1,,
121176,NJVZEL,2,,
121175,8D9SAW,15,,
121175,8D9SAW,3,,
121175,8D9SAW,18,,
121174,XUZJ74,1,,
121174,SMMRK3,1,,
121174,SMMRK3,1,,
121174,7BU1V7,2,,
121174,7BU1V7,3,,
121174,XUZJ74,2,,
121174,XUZJ74,3,,
121174,XUZJ74,1,,
121174,SMMRK3,1,,
121174,SMMRK3,3,,
121174,SMMRK3,4,,
121174,SMMRK3,5,,
121174,7BU1V7,1,,
121174,7BU1V7,1,,
121174,XUZJ74,1,,
121174,XUZJ74,1,,
121174,SMMRK3,2,,
121174,SMMRK3,1,,
121174,SMMRK3,2,,
121174,SMMRK3,1,,
121174,SMMRK3,2,,
121173,G8ASPE,1,,
121173,G8ASPE,1,,
121172,SMMRK3,1,,
121172,SMMRK3,2,,
121172,SMMRK3,3,,
121172,SMMRK3,2,,
121172,SMMRK3,1,,
121172,SMMRK3,1,,
121171,8D9SAW,2,,
121170,XUZJ74,1,,
121170,8N10W9,1,,
121170,YE890X,1,,
121170,YE890X,1,,
121170,YE890X,1,,
121170,YE890X,1,,
121170,Z8KPP8,1,,
121170,D05ZS7,5,,
121170,D05ZS7,3,,
121169,SMMRK3,2,,
121168,TNZ1OO,1,,
121167,800OVF,1,,
121166,F29V5I,1,,
121165,AHR20O,2,,
121165,8D9SAW,1,,
121165,AHR20O,2,,
121165,G8ASPE,4,,
121164,Z8KPP8,3,,
121163,8N10W9,2,,
121163,8N10W9,2,,
121163,NJVZEL,1,,
121163,Q50W5L,1,,
121163,I1KDJ0,1,,
121163,I1KDJ0,1,,
121163,I1KDJ0,1,,
121162,NJVZEL,1,,
121161,WH1BJI,1,,
121160,RAUDQ6,1,,
121160,2T1DJM,1,,
121160,WRRW1W,1,,
121160,2T1DJM,1,,
121160,KTDZY0,1,,
121160,KTDZY0,1,,
121160,KTDZY0,1,,
121160,KTDZY0,1,,
121160,KTDZY0,1,,
121160,0LNUOV,1,,
121160,0LNUOV,1,,
121160,I1KDJ0,1,,
121159,7BU1V7,1,,
121159,NM6C73,1,,
121159,IA7X1P,2,,
121159,IA7X1P,4,,
121159,IA7X1P,2,,
121159,8D9SAW,1,,
121158,SMMRK3,1,,
121158,SMMRK3,2,,
121158,SMMRK3,1,,
121158,SMMRK3,2,,
121157,LXJQVG,3,,
121156,7BU1V7,1,,
121156,7BU1V7,1,,
121156,XUZJ74,1,,
121156,SMMRK3,1,,
121155,SMMRK3,1,,
121154,JCNON3,1,,
121153,PZUF7K,1,,
121153,PZUF7K,1,,
121153,PZUF7K,1,,
121152,7BU1V7,1,,
121152,7BU1V7,1,,
121152,7BU1V7,1,,
121152,XUZJ74,1,,
121152,XUZJ74,1,,
121152,SMMRK3,1,,
121152,8N10W9,1,,
121152,CD1NU9,1,,
121152,CD1NU9,1,,
121152,CD1NU9,1,,
121152,CD1NU9,1,,
121152,CD1NU9,1,,
121152,ZRCYSH,1,,
121152,AHR20O,1,,
121152,AHR20O,1,,
121152,U8203G,2,,
121151,DNLEH7,1,,
121150,DNLEH7,1,,
121150,DNLEH7,1,,
121150,DNLEH7,1,,
121149,XUZJ74,1,,
121149,800OVF,1,,
121148,HGXJD0,1,,
121147,6M2FJM,6,,
121147,TNZ1OO,2,,
121146,6M2FJM,2,,
121146,6M2FJM,6,,
121145,PP9DNA,14,,
121144,6M2FJM,2,,
121144,6M2FJM,2,,
121143,6M2FJM,1,,
121142,LXJQVG,2,,
121141,7BU1V7,1,,
121141,SMMRK3,1,,
121141,8N10W9,1,,
121141,8N10W9,2,,
121141,8N10W9,1,,
121141,S90CD9,1,,
121141,WGHG3L,1,,
121141,JEGRCL,1,,
121141,JEGRCL,1,,
121141,SMMRK3,1,,
121141,SMMRK3,1,,
121141,SMMRK3,1,,
121141,SMMRK3,1,,
121140,IPGA7X,1,,
121140,IPGA7X,1,,
121139,UCRNWD,2,,
121138,1ENECA,2,,
121137,F7LULH,1,,
121137,F7LULH,2,,
121137,B24J86,1,,
121137,F7LULH,1,,
121136,SMMRK3,1,,
121136,8N10W9,1,,
121136,RAUDQ6,1,,
121136,RAUDQ6,1,,
121136,TBCCF7,1,,
121136,TBCCF7,1,,
121136,W25EZN,1,,
121136,W25EZN,1,,
121136,W25EZN,1,,
121136,KTDZY0,1,,
121136,AKP0A7,1,,
121136,AKP0A7,1,,
121136,AKP0A7,1,,
121136,AKP0A7,1,,
121136,0LNUOV,1,,
121136,0LNUOV,1,,
121136,0LNUOV,1,,
121136,0LNUOV,1,,
121136,I1KDJ0,1,,
121136,N6JU7C,1,,
121136,TNZ1OO,1,,
121136,JCNON3,1,,
121136,O9YFO8,1,,
121136,N6JU7C,1,,
121135,SMMRK3,1,,
121134,SMMRK3,1,,
121133,U95NWB,1,,
121132,SMMRK3,2,,
121131,6M2FJM,1,,
121130,B24J86,1,,
121129,SMMRK3,1,,
121128,XUZJ74,1,,
121127,XUZJ74,1,,
121127,SMMRK3,1,,
121127,8N10W9,1,,
121127,NJVZEL,1,,
121127,IA7X1P,1,,
121127,IA7X1P,1,,
121127,W25EZN,1,,
121127,8D9SAW,1,,
121127,8D9SAW,1,,
121127,5MNTT7,1,,
121127,WGHG3L,1,,
121127,WGHG3L,1,,
121127,WRRW1W,1,,
121127,TNAHD4,1,,
121126,SMMRK3,2,,
121126,SMMRK3,1,,
121126,SMMRK3,1,,
121125,SMMRK3,1,,
121125,SMMRK3,1,,
121125,SMMRK3,1,,
121125,G8ASPE,1,,
121124,SMMRK3,1,,
121123,8D9SAW,1,,
121122,RAUDQ6,1,,
121122,RAUDQ6,2,,
121122,J3FI7N,1,,
121122,J3FI7N,1,,
121122,J3FI7N,2,,
121122,I1KDJ0,1,,
121121,B24J86,1,,
121120,XUZJ74,1,,
121119,SMMRK3,2,,
121118,SMMRK3,1,,
121118,SMMRK3,1,,
121118,SMMRK3,1,,
121118,U95NWB,1,,
121117,SMMRK3,1,,
121116,LXJQVG,1,,
121115,JUUL5B,1,,
121114,SMMRK3,1,,
121113,3LQL9L,2,,
121112,LXJQVG,1,,
121112,3LQL9L,4,,
121112,3LQL9L,5,,
121111,LXJQVG,1,,
121110,W25EZN,1,,
121109,LXJQVG,1,,
121108,G8ASPE,1,,
121107,HCMI82,12,,
121107,J3FI7N,1,,
121106,SMMRK3,1,,
121106,LXJQVG,1,,
121106,6M2FJM,1,,
121105,XUZJ74,1,,
121104,SMMRK3,1,,
121103,SMMRK3,1,,
121103,SMMRK3,1,,
121103,SMMRK3,1,,
121102,SMMRK3,1,,
121102,SMMRK3,1,,
121101,SMMRK3,1,,
121101,6M2FJM,1,,
121100,G8ASPE,1,,
121100,6M2FJM,1,,
121099,SMMRK3,1,,
121098,SMMRK3,1,,
121097,B24J86,1,,
121096,SMMRK3,1,,
121096,SMMRK3,1,,
121095,SMMRK3,1,,
121094,SMMRK3,1,,
121094,SMMRK3,1,,
121094,SMMRK3,1,,
121094,SMMRK3,1,,
121093,122OKQ,1,,
121092,SMMRK3,1,,
121091,SMMRK3,1,,
121090,8N10W9,1,,
121089,8N10W9,1,,
121089,U95NWB,1,,
121089,U95NWB,1,,
121089,U95NWB,1,,
121089,NJVZEL,1,,
121089,NJVZEL,1,,
121089,0LNUOV,1,,
121089,0LNUOV,2,,
121089,0LNUOV,1,,
121089,WGHG3L,1,,
121089,WGHG3L,1,,
121089,WGHG3L,1,,
121089,WGHG3L,1,,
121089,WRRW1W,1,,
121089,WRRW1W,1,,
121089,WRRW1W,1,,
121089,TNAHD4,1,,
121089,TNAHD4,1,,
121088,SMMRK3,2,,
121088,SMMRK3,1,,
121088,SMMRK3,2,,
121088,SMMRK3,2,,
121088,SMMRK3,1,,
121087,SMMRK3,3,,
121086,HGXJD0,1,,
121085,SMMRK3,1,,
121084,8N10W9,2,,
121084,8N10W9,1,,
121084,8N10W9,2,,
121084,8N10W9,3,,
121084,0LNUOV,1,,
121084,O9YFO8,2,,
121084,O9YFO8,1,,
121084,O9YFO8,1,,
121084,8N10W9,1,,
121084,56TC1Z,1,,
121084,0LNUOV,1,,
121084,O9YFO8,2,,
121084,O9YFO8,1,,
121084,O9YFO8,1,,
121083,6M2FJM,1,,
121082,SMMRK3,1,,
121082,SMMRK3,1,,
121082,SMMRK3,1,,
121082,SMMRK3,1,,
121082,SMMRK3,1,,
121082,SMMRK3,1,,
121081,SMMRK3,1,,
121080,S90CD9,2,,
121079,6M2FJM,2,,
121079,6M2FJM,3,,
121079,6M2FJM,1,,
121078,8N10W9,1,,
121078,8N10W9,1,,
121077,SMMRK3,1,,
121076,U95NWB,1,,
121076,NJVZEL,1,,
121075,NJVZEL,2,,
121074,NJVZEL,4,,
121073,NJVZEL,1,,
121072,SMMRK3,1,,
121072,NJVZEL,1,,
121071,T3NVTG,1,,
121071,1ENECA,2,,
121071,1ENECA,2,,
121071,1ENECA,2,,
121071,AKP0A7,4,,
121071,A7MDBC,1,,
121070,XUZJ74,1,,
121070,ZRCYSH,1,,
121070,1ENECA,5,,
121069,4E0KXI,1,,
121068,9KHDG3,1,,
121068,F29V5I,2,,
121068,F29V5I,1,,
121067,9KHDG3,1,,
121067,9KHDG3,5,,
121067,F29V5I,2,,
121067,F29V5I,1,,
121067,F29V5I,2,,
121067,9KHDG3,5,,
121067,9KHDG3,1,,
121067,F29V5I,1,,
121066,9KHDG3,1,,
121066,9KHDG3,1,,
121066,9KHDG3,6,,
121066,H51IVV,1,,
121066,HGXJD0,1,,
121066,F29V5I,5,,
121066,F29V5I,2,,
121065,8N10W9,1,,
121065,U95NWB,1,,
121065,W25EZN,1,,
121065,W25EZN,1,,
121065,8D9SAW,1,,
121065,8D9SAW,1,,
121065,G8ASPE,1,,
121065,6M2FJM,1,,
121065,6M2FJM,1,,
121065,TNAHD4,1,,
121065,JEGRCL,1,,
121065,JEGRCL,1,,
121065,O9YFO8,1,,
121064,SMMRK3,1,,
121064,SMMRK3,2,,
121064,SMMRK3,2,,
121064,SMMRK3,2,,
121063,SMMRK3,2,,
121063,SMMRK3,2,,
121062,AKP0A7,1,,
121062,8D9SAW,1,,
121062,I1KDJ0,1,,
121062,WRRW1W,1,,
121062,WRRW1W,1,,
121062,JEGRCL,1,,
121061,SMMRK3,1,,
121061,LXJQVG,1,,
121060,UHYJ3A,1,,
121060,UHYJ3A,1,,
121060,UHYJ3A,1,,
121060,UHYJ3A,1,,
121060,UHYJ3A,1,,
121060,8D9SAW,2,,
121059,SMMRK3,1,,
121058,6M2FJM,1,,
121057,LXJQVG,2,,
121056,1ENECA,2,,
121055,2OAVPY,1,,
121055,2OAVPY,1,,
121055,2OAVPY,1,,
121055,2OAVPY,1,,
121055,2OAVPY,1,,
121055,2OAVPY,1,,
121055,2OAVPY,1,,
121054,7BU1V7,1,,
121054,U95NWB,1,,
121054,KTDZY0,1,,
121054,KTDZY0,1,,
121054,KTDZY0,1,,
121054,1ENECA,1,,
121054,DGAONE,1,,
121054,G8ASPE,1,,
121054,TNAHD4,1,,
121054,JEGRCL,1,,
121054,JEGRCL,1,,
121054,JEGRCL,1,,
121054,UDF17E,1,,
121054,UDF17E,1,,
121054,UDF17E,1,,
121054,QTMT7N,1,,
121054,QTMT7N,1,,
121054,QTMT7N,1,,
121054,QTMT7N,1,,
121054,F29V5I,1,,
121054,KTDZY0,1,,
121054,V7JUQL,1,,
121054,DGAONE,1,,
121054,G8ASPE,1,,
121054,S90CD9,1,,
121054,JEGRCL,1,,
121054,QTMT7N,1,,
121054,QTMT7N,1,,
121053,SMMRK3,1,,
121053,G8ASPE,2,,
121052,SMMRK3,1,,
121051,G8ASPE,1,,
121051,S90CD9,1,,
121050,5P2MVG,1,,
121049,SMMRK3,1,,
121048,8N10W9,2,,
121048,8N10W9,1,,
121048,8N10W9,1,,
121047,9KHDG3,1,,
121046,XUZJ74,1,,
121046,XUZJ74,1,,
121046,SMMRK3,1,,
121046,7BU1V7,1,,
121046,SMMRK3,1,,
121046,SMMRK3,1,,
121046,8N10W9,1,,
121046,8N10W9,1,,
121046,8N10W9,1,,
121046,8N10W9,1,,
121046,8N10W9,1,,
121046,U95NWB,1,,
121046,U95NWB,1,,
121046,IJBSQT,1,,
121046,IA7X1P,1,,
121046,IA7X1P,1,,
121046,IA7X1P,1,,
121046,W25EZN,1,,
121046,5P2MVG,1,,
121046,KTDZY0,1,,
121046,KTDZY0,1,,
121046,Q164T6,1,,
121046,6M2FJM,1,,
121046,6M2FJM,1,,
121046,WGHG3L,1,,
121046,I1KDJ0,1,,
121046,O9YFO8,1,,
121045,U95NWB,1,,
121044,LXJQVG,1,,
121043,XUZJ74,1,,
121042,U95NWB,1,,
121041,SMMRK3,1,,
121041,SMMRK3,1,,
121041,U95NWB,1,,
121040,LXJQVG,1,,
121040,6M2FJM,1,,
121039,6M2FJM,1,,
121038,SMMRK3,1,,
121037,XUZJ74,1,,
121037,XUZJ74,1,,
121037,SMMRK3,1,,
121037,SMMRK3,1,,
121037,SMMRK3,1,,
121037,G8ASPE,1,,
121037,6M2FJM,1,,
121036,SMMRK3,3,,
121036,6M2FJM,1,,
121035,6M2FJM,1,,
121035,6M2FJM,1,,
121034,SMMRK3,1,,
121033,8N10W9,1,,
121033,8N10W9,2,,
121033,56TC1Z,1,,
121033,56TC1Z,1,,
121033,56TC1Z,1,,
121033,ZRCYSH,1,,
121033,IJBSQT,1,,
121032,8N10W9,1,,
121032,2T1DJM,1,,
121032,05W6TK,1,,
121032,05W6TK,1,,
121031,LXJQVG,1,,
121030,05W6TK,1,,
121029,G8ASPE,1,,
121028,XUZJ74,1,,
121028,XUZJ74,1,,
121028,SMMRK3,1,,
121028,SMMRK3,1,,
121028,SMMRK3,1,,
121028,SMMRK3,1,,
121027,SMMRK3,1,,
121026,HA0BOB,1,,
121026,37VA62,2,,
121026,37VA62,1,,
121025,8N10W9,1,,
121024,8N10W9,1,,
121024,8N10W9,1,,
121024,8N10W9,1,,
121024,8N10W9,1,,
121024,56TC1Z,1,,
121024,56TC1Z,1,,
121024,56TC1Z,1,,
121024,5HQR89,1,,
121024,5HQR89,1,,
121023,8N10W9,1,,
121023,8N10W9,1,,
121022,8N10W9,1,,
121022,8N10W9,2,,
121022,8N10W9,1,,
121022,8N10W9,2,,
121022,8N10W9,1,,
121022,8N10W9,1,,
121022,8N10W9,1,,
121021,56TC1Z,1,,
121021,5HQR89,1,,
121020,8N10W9,1,,
121020,8N10W9,1,,
121019,8N10W9,1,,
121019,8N10W9,1,,
121019,J3FI7N,1,,
121019,ZRCYSH,1,,
121018,LXJQVG,1,,
121018,LXJQVG,1,,
121017,LXJQVG,2,,
121016,TBCCF7,1,,
121016,TBCCF7,1,,
121016,TBCCF7,1,,
121016,TBCCF7,1,,
121015,8N10W9,1,,
121015,8N10W9,1,,
121015,8N10W9,1,,
121015,8N10W9,1,,
121015,ZRCYSH,1,,
121015,ZRCYSH,1,,
121014,8N10W9,1,,
121014,8N10W9,1,,
121014,2T1DJM,1,,
121013,XUZJ74,1,,
121013,XUZJ74,1,,
121013,SMMRK3,1,,
121013,SMMRK3,2,,
121013,SMMRK3,1,,
121013,DGAONE,1,,
121013,I1KDJ0,1,,
121013,I1KDJ0,1,,
121013,I1KDJ0,1,,
121013,WRRW1W,1,,
121013,WRRW1W,1,,
121013,WRRW1W,1,,
121013,WRRW1W,1,,
121013,WRRW1W,1,,
121013,WRRW1W,1,,
121012,KTDZY0,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,KTDZY0,1,,
121012,KTDZY0,1,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,KTDZY0,1,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,KTDZY0,1,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,KTDZY0,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121012,8D9SAW,2,,
121011,6M2FJM,1,,
121011,6M2FJM,1,,
121010,8N10W9,1,,
121010,8N10W9,1,,
121009,ZRCYSH,1,,
121009,ZRCYSH,1,,
121008,WGHG3L,1,,
121008,WGHG3L,1,,
121007,ZRCYSH,1,,
121007,ZRCYSH,2,,
121007,ZRCYSH,1,,
121006,K3YA1X,1,,
121006,8N10W9,1,,
121006,8N10W9,1,,
121005,8N10W9,2,,
121005,8N10W9,1,,
121005,ZRCYSH,1,,
121005,ZRCYSH,1,,
121005,5HQR89,1,,
121004,8N10W9,1,,
121004,8N10W9,1,,
121004,8N10W9,1,,
121004,2T1DJM,1,,
121004,ZRCYSH,1,,
121003,05W6TK,1,,
121002,J2URNJ,1,,
121001,56TC1Z,1,,
121001,56TC1Z,1,,
121001,56TC1Z,1,,
121001,56TC1Z,1,,
121000,56TC1Z,1,,
121000,56TC1Z,1,,
121000,ZRCYSH,1,,
121000,ZRCYSH,1,,
120999,8N10W9,1,,
120999,8N10W9,1,,
120999,8N10W9,1,,
120999,56TC1Z,1,,
120999,56TC1Z,1,,
120999,ZRCYSH,1,,
120999,5HQR89,1,,
120999,WGHG3L,1,,
120998,8N10W9,1,,
120998,8N10W9,1,,
120998,8N10W9,1,,
120998,8N10W9,1,,
120998,2T1DJM,1,,
120998,5HQR89,1,,
120998,5HQR89,1,,
120997,WRRW1W,1,,
120997,WRRW1W,1,,
120997,8N10W9,2,,
120997,8N10W9,1,,
120997,TBCCF7,1,,
120997,TBCCF7,1,,
120997,I1KDJ0,1,,
120997,I1KDJ0,1,,
120997,I1KDJ0,1,,
120997,I1KDJ0,1,,
120997,WRRW1W,1,,
120997,WRRW1W,1,,
120997,WRRW1W,1,,
120997,WRRW1W,1,,
120996,2T1DJM,1,,
